行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
攀牙府,康养SPA,Nalinya Spa,娜琳雅SPA,亲子SPA,卡塔坦尼金沙度假村,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/亲子,90-120分钟家庭套餐、4-10岁儿童专属,家庭Spa💆才是泰国亲子游正确打开方式！,https://www.xiaohongshu.com/explore/673b22a60000000008005402?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,康养SPA,Quan Spa,权SPA,高端SPA,JW万豪酒店内,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,住客/放松,泰式按摩、Facial、住客优惠,考拉JW 万豪水疗度假酒店,https://www.xiaohongshu.com/explore/6a5b3db4000000000301fe63?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,康养SPA,Sala Massage,萨拉按摩,海滩按摩,卡塔坦尼金沙度假村,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/仪式感,面朝大海、海风、专业手法,家庭Spa💆才是泰国亲子游正确打开方式！,https://www.xiaohongshu.com/explore/673b22a60000000008005402?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Ban Suansin,班苏安辛酒店,小木屋酒店,山顶,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,预算/景观,140元小木屋、NernKhao View Talay餐厅,人均60元，都给我冲泰国攀牙山顶米其林餐厅,https://www.xiaohongshu.com/explore/63f6052600000000270299a4?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Devasom Khao Lak Beach Resort & Villas,德瓦颂酒店,豪华度假村,邦萨海滩,51,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/避世,泰式风情、米其林TAKOLA餐厅、SPA、买手店,"考拉（蔻丽）一个泰国最喜欢的宝藏地
没有遗憾的普吉岛之旅从选对酒店开始","https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2ea71c000000003501f288?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Eden Beach Khao Lak Resort & Spa,考拉伊甸海滩度假村,四星级度假村,邦娘海滩,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/冲浪,近斯米兰码头、热带园林、餐厅美味,考拉🏝️不想走的人生酒店！巨好住！太舒服了！,https://www.xiaohongshu.com/explore/69f95d9d0000000035023e99?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,JW Marriott Khao Lak Resort & Spa,考拉JW万豪水疗度假酒店,五星级度假村,邦萨海滩,51,7,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/情侣,4km泳池、私家海滩、Quan Spa、多餐厅,"攀牙府考叻
🇹🇭普吉岛！男大豪赌普吉岛成功了！！！！
🌴 普吉岛北边小众宝藏海滨-Khao Lak考拉
考拉JW 万豪水疗度假酒店
泰国考拉镇Bang Niang夜市","https://www.xiaohongshu.com/explore/677de47b0000000001001f00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0d5846000000003502093f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691989db0000000007035282?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5b3db4000000000301fe63?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b6aba5000000001f005aee?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Khaolak Bhandari Resort & Spa,考拉班达里度假村,泰式度假村,热带花园,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,性价比/躺平,纯泰式木质建筑、无边泳池、SPA馆,泰国神仙度假村🥹百元住出安纳塔拉顶配度假,https://www.xiaohongshu.com/explore/6a4c5cf30000000007024cf8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Kokotel Khao Lak Montana,科科特尔考拉蒙塔纳酒店,中端酒店,镇中心,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,预算/便利,隔音差、租摩托车方便,🇹🇭考拉Khao Lak - 四天四夜,https://www.xiaohongshu.com/explore/69cbb7c4000000001a028066?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Le Méridien Khao Lak Resort & Spa,考拉艾美水疗度假酒店,五星级度假村,邦萨海滩,51,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/度假,Beach Grill餐厅、三泳池、SPA、儿童俱乐部,"在普吉岛考拉❗️私藏必打卡的海边餐厅
普吉岛考拉必打卡清单✨玩这些才叫海岛游！
泰国考拉美食全攻略🍴全天候度假味觉之旅","https://www.xiaohongshu.com/explore/69ff1cc5000000001f007d89?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f5f46e0000000023007cb5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/691486240000000005031bfb?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Little Khao Lak Coast,小考拉海岸,度假村,海滩,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/性价比,比普吉便宜一半,考拉（蔻丽）一个泰国最喜欢的宝藏地,https://www.xiaohongshu.com/explore/68f3b6e900000000070083c4?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Nang Thong Beach Resort,南通海滩度假村,海滩度假村,南通海滩,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/日落,服务不错、景色好,🇹🇭考拉Khao Lak - 四天四夜,https://www.xiaohongshu.com/explore/69cbb7c4000000001a028066?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Samet Nangshe Boutique Hotel,萨梅特南舍精品酒店,精品酒店,山顶观景台,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,摄影/日落,Bay View Cafe观景台、俯瞰攀牙湾,避开人潮｜普吉周边小众目的地推荐！,https://www.xiaohongshu.com/explore/67790b2c000000000900e8e5?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,The Haven Khao Lak,考拉避风港酒店,成人专属度假村,库克卡克海滩,51,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/静谧,5000m2海水泳池、12岁+、热带花园,🌊邂逅宁静——The Haven Khao Lak🌊,https://www.xiaohongshu.com/explore/6a6171b5000000000f0110cd?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
彭世洛府,餐饮美食,Thong Meatball Noodles Since 1977,ลูกชิ้นเนื้อทอง منذ 1977,面馆,彭世洛市区,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,美食爱好者,1977年老店、牛肉丸口感绝、50泰铢一碗,彭世洛旅游攻略 好喜欢这个慢悠悠的城市,https://www.xiaohongshu.com/explore/6a0710220000000036001496?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
彭世洛府,景点观光,Sgt. Maj. Thawee Folk Museum,พิพิธภัณฑ์ทหารเอกทวี,民俗博物馆,彭世洛市区,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化爱好者,老军人创立、本地民间生活器物收藏,多彩的泰北小城｜ 彭世洛一日游,https://www.xiaohongshu.com/explore/69a07bc9000000002303869c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
彭世洛府,景点观光,Wat Chan Tawan Tok,วัดจันทร์ตะวันตก,寺庙,彭世洛市区,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,傍晚河对岸远拍、安静有氛围,泰北旅行泰国彭世洛旅游攻略,https://www.xiaohongshu.com/explore/6a799c28000000002c003f20?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
彭世洛府,景点观光,Wat Phra Si Rattana Mahathat,วัดพระศรีรัตนมหาธาตุ,寺庙,彭世洛市区,29,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化爱好者,成功佛Phra Phuttha Chinnarat、素可泰艺术巅峰、火焰状背光,"彭世洛旅游攻略 好喜欢这个慢悠悠的城市
泰北旅行泰国彭世洛旅游攻略
多彩的泰北小城｜ 彭世洛一日游","https://www.xiaohongshu.com/explore/6a0710220000000036001496?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a799c28000000002c003f20?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a07bc9000000002303869c?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
彭世洛府,住宿酒店,Nap Corner Hostel,แนป คอร์เนอร์ โฮสเทล,青旅,彭世洛市区,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,背包客,老奶奶经营、绿巷子里、干净安静,彭世洛旅游攻略 好喜欢这个慢悠悠的城市,https://www.xiaohongshu.com/explore/6a0710220000000036001496?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,大名点心,ต้าหมิงติ่มซํา,广府点心,市区,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合早茶,正宗广府点心、可配泰北汤面,强烈安利我的泰北超值美食地图（个人向）,https://www.xiaohongshu.com/explore/6a6d3a15000000002701fb1c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,A-PA COFFEE,A-PA COFFEE,山谷咖啡馆,101茶园方向,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合拍照,最大山谷、三个秋千出片、景色最美,适合中国宝宝的世外桃源——清莱美斯乐(三),https://www.xiaohongshu.com/explore/66594aba00000000160137c0?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,Boonsita Vegetarian Restaurant,Boonsita Vegetarian Restaurant,素食餐厅,市区,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合素食者,套饭约50泰铢、可自选菜、纯素Khao Soi,强烈安利我的泰北超值美食地图（个人向）,https://www.xiaohongshu.com/explore/6a6d3a15000000002701fb1c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,Chakrapad Chicken Rice,Chakrapad Chicken Rice,炸鸡饭,市区,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合简餐,炸鸡套餐加酱必点,强烈安利我的泰北超值美食地图（个人向）,https://www.xiaohongshu.com/explore/6a6d3a15000000002701fb1c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,Chivit Thamma Da Coffee House,ชีวิตธรรมดา คอฟฟี่เฮาส์,咖啡馆兼餐厅,蓝庙旁300米,69,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合拍照/用餐,欧系木屋、临河、三文鱼必点、晚上氛围好,"清萊必打卡的歐系咖啡廳
🇹🇭如果在清莱住一晚，一定要来这家餐厅！
不愧是清莱顶流网红餐厅","https://www.xiaohongshu.com/explore/6925442a000000000d03f338?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68fb24b50000000004021653?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a1c078f0000000037034b78?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,餐饮美食,Jeheang Noodle Shop,ร้านก๋วยเตี๋ยว เจ้เฮียง เจ้าเก่า,汤粉店,车站旁,69,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,适合简餐,50泰铢/碗、有中文菜单、酸辣汤底好吃,清莱美食推荐🇹🇭🇹🇭,https://www.xiaohongshu.com/explore/6291c5560000000021034295?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
